33815;49232;0.686850016;0.484282134;43054.59521;0.008972014;6882;0.451713396;0.859649123;0.936220995;93.83144189;7028.483949;0.013222553;0.58111341;0.280550886;0.113894995;0.009601707;0.001616449;139.4841382;1282.51519;0;255;145.7880628;1593.066948;0;249;184.1637485;1765.161329;4;255;1.263229273;1.320320367;1.045194562;4147132;5332880;3952816;3729127;23407.86974;27873.38813;22445.22946;21337.90785;1;1;1;1;30933494;22203733;37305167;41352545;4290488.75;23766.09879;1;32948734.75;1
5823;7493;0.777125317;0.448371448;7414.073869;0.025529525;1693;0.5;0.948717949;0.968811473;84.12526096;7029.292869;0.003991219;0.016763121;0.219716623;0.503691878;0.040710437;0.215126721;120.41124;2364.629722;0;255;108.9833296;2290.551406;0;254;106.7883586;2353.523228;0;254;0.979859571;0.886863707;0.905092661;43078;39314;34963;40612;2204.370194;1922.184244;1640.900069;2156.21302;1;1;1;1;11570466;15882554;23757866;11757485;39491.75;1980.916882;1;15742092.75;1
16980;36013;0.471496404;0.269369884;21619.60747;0.0098938;4644;0.157575758;0.660194175;0.704827503;94.14327132;8011.604262;0.003669113;0.621681121;0.36897932;0.005670447;0;0;151.4457536;2086.754506;0;255;160.0188915;935.6582619;33;243;183.2503627;262.5170125;73;255;1.145179553;1.210006608;1.056608638;194095190;199329644;152513585;144984062;157301.6978;157254.9554;137075.0316;134303.3514;1;1;1;1;10606075;11588547;17412717;17785242;172730620.3;146483.759;1;14348145.25;1
21686;25195;0.860726335;0.646147429;27611.47277;0.020969051;3605;0.461165049;0.891752577;0.988993809;95.4707117;7033.525616;0.005705342;0.021357164;0.193072806;0.76719176;0.003281834;0.009391094;79.49481659;1167.256991;0;254;90.09685008;1540.599153;0;253;108.1398724;1881.233506;3;255;1.200262521;1.360338662;1.133367607;578514;557633;486502;463338;9533.269476;9285.272257;8289.633444;8006.122965;1;1;1;1;16433933;18199356;23438017;26815460;521496.75;8778.574536;1;21221691.5;1
11652;19613;0.594095753;0.415327036;14835.78718;0.004999134;5412;0.645502646;1.167741935;0.985899669;95.18064977;6979.245481;0.049245944;0.084697305;0.322493031;0.35015367;0.061753985;0.131656065;101.7944451;2418.270963;0;255;111.4555004;2770.397152;0;254;131.1047146;4082.219418;0;255;1.176296496;1.287935845;1.094907491;88553;93014;86148;80846;2854.742224;3094.359369;2742.689794;2531.139078;1;1;1;1;87507126;74043286;94771312;109402976;87140.25;2805.732616;1;91431175;1
15474;24130;0.641276419;0.444017217;19702.10872;0.008013526;4926;0.15942029;0.829268293;0.964263606;87.48724404;7180.626138;0.000478077;0.432181396;0.518713291;0.048627237;0;0;87.32771105;542.1663493;11;188;92.43630519;474.5226813;19;191;149.807393;335.2314358;61;244;1.620655355;1.715462265;1.058499119;1572881;1631640;1298304;1420052;12176.95437;12423.36505;10447.79444;11289.69065;1;1;1;1;9386837;8653669;15563742;10553160;1480719.25;11584.45113;1;11039352;1
38474;90762;0.42389987;0.339747269;48986.61824;0.006576734;8574;0.264637002;0.697270471;0.928274706;88.32605645;7053.024135;0.006972434;0.127210144;0.155364655;0.625812715;0.001059104;0.083580948;125.5962865;4501.536058;0;255;126.8321555;4681.410308;0;255;160.3739288;4079.684395;0;255;1.264457961;1.276900243;1.009840013;6137355;5561768;4509822;4967470;40759.15939;39226.21737;33352.9868;35503.41121;1;1;1;1;94218880;97359646;156134904;139142405;5294103.75;37210.44369;1;121713958.8;1
33922;47584;0.712886685;0.521708371;43190.83184;0.004358997;9889;0.306666667;1.015810277;0.892990147;99.803996;6849.530613;0.019657225;0.574605874;0.264996402;0.140446131;0.000294368;0;125.7745922;2002.548064;0;255;131.0118446;1681.943089;0;242;178.7046415;1571.446786;32;255;1.364034237;1.420832605;1.041639987;1459823;1309378;1475526;990922;16093.56956;14814.01351;16144.91816;12046.20101;1;1;1;1;24618448;30142459;24996096;53397341;1308912.25;14774.67556;1;33288586;1
30959;37623;0.822874306;0.600853954;39418.22307;0.02137741;4266;0.661654135;0.982532751;0.900969321;88.40771975;7045.077034;0.015606242;0.191562339;0.373589436;0.411696107;0.000137198;0.007408678;87.32314188;1748.919751;0;255;99.78739525;1832.817769;0;248;150.7835176;1748.787457;4;255;1.511047736;1.726730331;1.142737115;1174230;1139264;956258;1039095;13441.58219;13062.41746;11333.50819;12161.39837;1;1;1;1;37663020;42445915;70134644;44510549;1077211.75;12499.72655;1;48688532;1
12639;24168;0.52296425;0.337841811;16092.47461;0.006220481;5053;0.345381526;1.167597765;0.95902862;85.9313752;7136.11129;0.014672037;0.410337553;0.274165708;0.29468738;0.003068661;0.003068661;110.1146543;2451.689144;0;255;120.7234626;2638.086387;0;241;172.8408838;2315.638532;6;255;1.431709132;1.569644703;1.096343292;3248118;3073914;2584305;2948030;23026.65067;22118.77792;18864.27991;21266.90137;1;1;1;1;59167643;70147166;113363498;67079859;2963591.75;21319.15247;1;77439541.5;1
